courseType,courseName,subject,academyName,city,startDate,endDate,eduCost,regDeadline,courseLanguages,levelGerman,levelEnglish,courseBeginning,typeCourseDate,costPosition,tuitionFees,isElearning,preparationForDegree,prepForSubjectGroups,applicationDeadline,onlinePossible,badgeLabel,financialSupport,structuredResearch,supportInternationalStudents,typeOfElearning,courseLink
3,PhD Programme in Heritage Studies,Architecture,Brandenburg University of Technology Cottbus-Senftenberg,Cottbus,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p>Applications are welcome throughout the year. For a start in the summer semester (1 April), submission of the complete application online is recommended no later than 1 November; for a start in the winter semester (1 October), submission is recommended no later than 1 May.</p>",False,,,True,['Welcome event | Buddy programme | Accompanying programme | Specialist counselling | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/8350/
3,PhD Programme in Medical Life Science and Technology,Medicine in general,Technical University Munich,München,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p>15 May for the following winter semester, 15 November for the following summer semester<br />
Please also check the programme&nbsp;website (<a href=""https://www.mgc.med.tum.de/en/site/phd-program-medical-life-science-and-technology"">https://www.mgc.med.tum.de/en/site/phd-program-medical-life-science-and-technology</a>)&nbsp;for the most up-to-date information on application deadlines.</p>",False,,,True,,[],/deutschland/studienangebote/international-programmes/en/detail/4095/
3,PhD Programme of the Faculties of Veterinary Medicine and Medicine,Medicine in general,Justus Liebig University Giessen,Gießen,[],[],[],[],['English'],,,Winter semester,,,none,False,,,<p>15 July</p>,False,,,True,,[],/deutschland/studienangebote/international-programmes/en/detail/6878/
3,"PhD Programme with Tracks in Accounting, Economics, Finance, and Marketing",Business and Economics,Goethe University Frankfurt,Frankfurt am Main,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p>Applications will be reviewed in three stages with the following deadlines:</p>

<p>31 January<br />
31 March<br />
31 May</p>

<p>Particularly strong candidates from the first two stages will receive a positive admissions decision within approximately six weeks of the deadline for the respective stage. Other applicants from these two stages will receive the admissions decision together with the applicants from stage three.</p>

<p>Applicants from the third stage will learn about a positive admissions decision by the middle of July. All applicants who could not be admitted will be duly informed once the admissions process has been completed.</p>

<p>GSEFM strongly encourages candidates to apply in stage one or stage two to have sufficient time for visa applications and other arrangements. Additionally, all financial aid for PhD programme students may be awarded during the first or second stage of the admissions process.</p>",False,,,False,['Specialist counselling | Cultural and linguistic preparation | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/8544/
3,PhD Programme: Infection Biology (ZIB),Biology,Hannover Medical School,Hannover,[],[],[],[],['English'],,,Winter semester,,,none,False,,,<p>1 March</p>,False,,,True,['Welcome event | Buddy programme | Tutors | Accompanying programme | Cultural and linguistic preparation | Visa matters | Pick-up service'],[],/deutschland/studienangebote/international-programmes/en/detail/3967/
3,PhD Programme: Regenerative Sciences,Biology,Hannover Medical School,Hannover,[],[],[],[],['English'],,,Winter semester,,,none,False,,,<p>1 March</p>,False,,,True,['Welcome event | Cultural and linguistic preparation | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/3968/
3,PhD/MD-PhD Programme – Experimental Medicine,Medicine in general,University of Tübingen,Tübingen,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,<p>Announced on the website</p>,True,Partly online,,True,['Welcome event | Specialist counselling'],['9'],/deutschland/studienangebote/international-programmes/en/detail/6346/
2,Philosophy,Philosophy,University of Konstanz,Konstanz,[],[],[],[],"['English', 'German']",,,"Winter semester, Summer semester",,,varied,False,,,"<p>9 May &ndash; 15 July for the following winter semester<br />
29 November &ndash; 15 January for the following summer semester</p>",False,,,,['Welcome event | Tutors | Specialist counselling | Visa matters | Help with finding accommodation | Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/8934/
2,Photogrammetry and Geoinformatics,Surveying,Hochschule für Technik Stuttgart - University of Applied Sciences,Stuttgart,[],[],[],[],['English'],,,Winter semester,,,varied,False,,,"<ul>
	<li>DAAD scholarship application via university: 15 October for the following winter semester</li>
	<li>Non-EU applicants: 15 April for the following winter semester</li>
	<li>EU applicants: 15 July for the following winter semester</li>
</ul>

<p>Completed applications have to be submitted in English.</p>

<p>In addition to the official study programme application form, applicants for a DAAD scholarship are required to submit the DAAD scholarship application form. Both forms are available at <a href=""https://www.hft-stuttgart.com/geomatics/master-photogrammetry-and-geoinformatics"">https://www.hft-stuttgart.com/geomatics/master-photogrammetry-and-geoinformatics</a>.</p>",False,,,,['Welcome event | Buddy programme | Tutors | Specialist counselling | Cultural and linguistic preparation | Visa matters | Pick-up service'],[],/deutschland/studienangebote/international-programmes/en/detail/6963/
1,Photography (BA),Design,SRH Berlin University of Applied Sciences,Berlin,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,"4,725",False,,,"<p>Non-EU/EEA applicants: Please <a href=""https://apply.srh.de/en_GB/courses/course/64-ba-photography-english"">apply</a> by 1 February (April intake) or 15 August (October intake). We also recommend<strong> </strong>that you apply early (at least four months before the start of your programme).</p>

<p>EU/EEA applicants: Please <a href=""https://apply.srh.de/en_GB/courses/course/64-ba-photography-english"">apply</a> by 1 April (April intake) or 1 October (October intake).</p>",False,,,,['Welcome event | Buddy programme | Specialist counselling | Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/6216/
2,Photography (MA),Fine Arts,SRH Berlin University of Applied Sciences,Berlin,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,"5,700",False,,,"<p>Non-EU/EEA applicants: Please <a href=""https://apply.srh.de/en_GB/courses/course/51-ma-photography"">apply</a> by 1 February (April intake) or 15 August (October intake). We also recommend<strong> </strong>that you apply early (at least four months before the start of your programme).</p>

<p>EU/EEA applicants: Please <a href=""https://apply.srh.de/en_GB/courses/course/51-ma-photography"">apply</a> by 1 April (April intake) or 1 October (October intake).</p>",False,,,,['Welcome event | Buddy programme | Specialist counselling | Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/7010/
1,Physical Engineering,Engineering in general,University of Applied Sciences Ravensburg-Weingarten,Weingarten,[],[],[],[],"['German', 'English']",,,Summer semester,,,"1,500",False,,,<p>15 November for the following summer semester</p>,False,,,,['Welcome event | Buddy programme | Accompanying programme | Specialist counselling | Visa matters | Help with finding accommodation | Support with registration procedures | Cultural and linguistic preparation'],[],/deutschland/studienangebote/international-programmes/en/detail/5220/
2,Physics,"Physics, Astronomy",University of Siegen,Siegen,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p>Admission for winter semester (lectures starting in October):</p>

<ul>
	<li>31 May each year for general applications</li>
	<li>31 August for applicants from EU/EHEA countries if no visa is needed</li>
</ul>

<p>Admission for summer semester (lectures starting in April):</p>

<ul>
	<li>31 December in the preceding year for general applications</li>
	<li>28 February for applicants from EU/EHEA countries if no visa is needed</li>
</ul>",False,,,,['Tutors | Accompanying programme | Specialist counselling | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/3781/
2,Physics,"Physics, Astronomy",University of Bonn,Bonn,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p>1 December for national and international students (scholarship programme)<br />
1 May for non-EU students (regular: no scholarship)<br />
1 July for EU students (regular: no scholarship)</p>

<p>National and international students interested in joining the BCGS scholarship programme have to apply by 1 December for the following winter semester. Selected applicants will be invited to an (online) &quot;admissions academy&quot; (February/March).</p>",False,,,,['Pick-up service | Welcome event | Specialist counselling | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/3842/
2,Physics,"Physics, Astronomy",RWTH Aachen University,Aachen,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p>Non-EU applicants: 1 March for the following winter semester and 1 September for the following summer semester</p>

<p>EU applicants: 15 July for the following winter semester and 15 January for the following summer semester</p>

<p>Apply <a href=""https://online.rwth-aachen.de/RWTHonline/ee/ui/ca2/app/desktop/#/login/ee/ui/ca2/app/desktop/#/"">here</a>.</p>",False,,,,['Specialist counselling | Welcome event | Cultural and linguistic preparation | Accompanying programme | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/4516/
2,Physics,"Physics, Astronomy",Osnabrück University,Osnabrück,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p>Applicants with a Bachelor&#39;s degree (or equivalent) from a German university and/or German citizenship:</p>

<ul>
	<li>15 July (winter semester)</li>
	<li>15 January (summer semester) directly to Osnabr&uuml;ck University</li>
</ul>

<p>Applicants with international degrees (application via uni-assist):</p>

<ul>
	<li>15 June (winter semester)</li>
	<li>15 January (summer semester)</li>
</ul>

<p>For details of the application procedure, please consult our <a href=""https://www.uni-osnabrueck.de/en/prospective-students/international-prospective-students/application/"">website</a>.</p>

<p>&nbsp;</p>",False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/6245/
2,Physics,"Physics, Astronomy",Brandenburg University of Technology Cottbus-Senftenberg,Cottbus,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<ul>
	<li>Applicants with foreign qualifications for admission to higher education: 15 May for the following winter semester</li>
	<li>Applicants with German qualifications for admission to higher education: 31 August for the following winter semester</li>
</ul>",False,,,,['Buddy programme'],[],/deutschland/studienangebote/international-programmes/en/detail/7160/
2,Physics (Applied and Engineering Physics),"Physics, Astronomy",Technical University Munich,Garching b. München,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p>31 May for the following winter semester, 30 November for the following summer semester</p>

<p>In order to receive early notice when applying for the winter semester, apply by 15 January and you will be notified in March.</p>",False,,,,['Welcome event | Specialist counselling | Cultural and linguistic preparation'],[],/deutschland/studienangebote/international-programmes/en/detail/3620/
2,Physics (MSc),"Physics, Astronomy",University of Tübingen,Tübingen,[],[],[],[],"['English', 'German']",,,"Winter semester, Summer semester",,,varied,False,,,"<p>EU applicants: 15 September for the following winter semester, 31 March for the following summer semester<br />
Non-EU applicants: 15 July for the following winter semester, 15 January for the following summer semester</p>",False,,,,['Welcome event | Buddy programme | Accompanying programme | Specialist counselling'],[],/deutschland/studienangebote/international-programmes/en/detail/4817/
2,Physics (MSc),"Physics, Astronomy",Technische Universität Dresden,Dresden,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p><a href=""https://tu-dresden.de/studium/vor-dem-studium/studienangebot/sins/sins_studiengang?autoid=6661"">Application deadlines and information on the application procedure are available online.</a></p>

<ul>
	<li>Application deadline for German applicants and educational residents:
	<ul>
		<li>Winter semester: 1 June to 15 September</li>
		<li>Summer semester: 1 December to 15 March</li>
	</ul>
	</li>
	<li>Application deadline for international EU and non-EU applicants:
	<ul>
		<li>Winter semester: 1 April to 15 July</li>
		<li>Summer semester: 1 October to 15 January</li>
	</ul>
	</li>
</ul>

<p>Please consult the <a href=""https://tu-dresden.de/studium/vor-dem-studium/studienangebot/sins/sins_studiengang?autoid=6661"">study information pages</a> for further details.</p>",False,,,,['Welcome event | Buddy programme | Tutors | Cultural and linguistic preparation'],[],/deutschland/studienangebote/international-programmes/en/detail/8318/
3,Physics (PhD),"Physics, Astronomy",University of Göttingen,Göttingen,[],[],[],[],"['German', 'English']",,,Any time,,,none,False,,,,False,,,True,['Specialist counselling | Pick-up service'],[],/deutschland/studienangebote/international-programmes/en/detail/4810/
2,Physics / IPSP,"Physics, Astronomy",Leipzig University,Leipzig,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p>31 May for the following winter semester&nbsp;(uni-assist)<br />
31 December for the following summer semester&nbsp;(uni-assist)</p>

<p>The application periods start&nbsp;approximately eight weeks before the deadline.</p>",False,,,,['Welcome event'],[],/deutschland/studienangebote/international-programmes/en/detail/3858/
2,PHYSICS International Master of Science,"Physics, Astronomy",University of Stuttgart,Stuttgart,[],[],[],[],['English'],,,Winter semester,,,varied,False,,,<p>1 March for the following winter semester</p>,False,,,,['Welcome event | Buddy programme | Tutors | Accompanying programme | Cultural and linguistic preparation | Pick-up service | Specialist counselling | Visa matters | Help with finding accommodation | Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/5213/
2,Physics of Life,"Physics, Astronomy",Technische Universität Dresden,Dresden,[],[],[],[],['English'],,,Winter semester,,,none,False,,,<p>31 May for the following winter semester</p>,False,,,,['Welcome event | Buddy programme | Specialist counselling | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/3829/
2,Physics of the Earth and Atmosphere,Earth Sciences (excluding Geography),University of Cologne,Köln,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p>15 July for the following winter semester (October to March)</p>

<p>15 January for the following summer semester (April to September)</p>",True,Partly online,,,['Specialist counselling'],"['5', '10', '13']",/deutschland/studienangebote/international-programmes/en/detail/8360/
2,"Physics, Master of Science","Physics, Astronomy",Friedrich Schiller University Jena,Jena,[],[],[],[],"['English', 'German']",,,"Winter semester, Summer semester",,,none,False,,,"<p><strong>Summer semester:</strong> 1 December to 15 January<br />
<strong>Winter semester:</strong> 1 April to 15 July</p>

<p>It is highly recommended to apply as early as possible. Early admission, even before the deadline, is possible!</p>",False,,,,['Tutors | Welcome event'],"['1', '3', '4', '5', '6', '9', '10', '11', '13']",/deutschland/studienangebote/international-programmes/en/detail/5203/
2,Plant Breeding and Seed Science (PlantBreeding),"Agriculture, Forestry and Nutritional Sciences in general",University of Hohenheim,Stuttgart,[],[],[],[],['English'],,,Winter semester,,,varied,False,,,"<p>15 March each year for non-EU citizens<br />
15 July each year for EU citizens</p>",False,,,,['Welcome event | Buddy programme | Specialist counselling | Cultural and linguistic preparation | Visa matters'],"['1', '4', '5', '8', '9', '10', '11', '14']",/deutschland/studienangebote/international-programmes/en/detail/8966/
2,Plant Sciences,Biology,University of Bonn,Bonn,[],[],[],[],['English'],,,Winter semester,,,none,False,,,<p>30 April for the following winter semester</p>,False,,,,['Buddy programme'],[],/deutschland/studienangebote/international-programmes/en/detail/4721/
2,Plant Sciences (Master of Science),Biology,Ludwig-Maximilians-Universität München,München,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p>28 February for the following winter semester<br />
For further information, please check the programme website.</p>",False,,,,['Specialist counselling'],[],/deutschland/studienangebote/international-programmes/en/detail/5328/
1,Plastics Engineering (Specialisation in the International Bachelor of Engineering),Engineering in general,Rosenheim Technical University of Applied Sciences,Rosenheim,[],[],[],[],"['German', 'English']",,,Summer semester,,,none,False,,,"<p>15 January for the following summer semester</p>

<p>Due to the visa processing time, it is strongly recommended that non-EU applicants submit their documents at the beginning of the application period (1 November).</p>",False,,,,['Welcome event | Tutors | Cultural and linguistic preparation'],[],/deutschland/studienangebote/international-programmes/en/detail/8373/
6,Platforming – Architectural Speculation in Interface Design,Architecture,Bauhaus-Universität Weimar,Weimar,['2024-08-17'],['2024-08-31'],[790],['2024-05-01'],['English'],,"['B1', 'B2', 'C1', 'C2']",,The date of the course has been set,,,False,,,,False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/5404/
2,Political Economy of European Integration,"Law, Economics and Social Sciences in general",Hochschule für Wirtschaft und Recht Berlin,Berlin,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p>15 May (for applicants with a non-German university degree)<br />
15 June (for applicants with a German university degree)</p>",False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/5515/
2,Political Science – Master of Arts,Political Science,University of Cologne,Köln,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p>15 June for the next winter semester</p>

<p>Applicants with a (Bachelor&#39;s) degree acquired abroad must apply online and via post at uni-assist before 15 June.</p>",True,Partly online,,,['Buddy programme | Tutors | Specialist counselling'],"['1', '4', '9', '10', '13', '15']",/deutschland/studienangebote/international-programmes/en/detail/5450/
1,Popular Music (BMus),"Music, Musicology",SRH Berlin University of Applied Sciences,Berlin,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,"4,740",False,,,"<p>Non-EU/EEA applicants: Please <a href=""https://apply.srh.de/en_GB/courses/course/66-bmus-popular-music"">apply</a> by 1 February (April intake) or 15 August (October intake). We also recommend<strong> </strong>that you apply early (at least four months before the start of your programme).</p>

<p>EU/EEA applicants: Please <a href=""https://apply.srh.de/en_GB/courses/course/66-bmus-popular-music"">apply</a> by 1 April (April intake) or 1 October (October intake).</p>",False,,,,['Welcome event | Buddy programme | Specialist counselling | Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/6220/
2,Population-Based Medicine,Medicine in general,University of Tübingen,Tübingen,[],[],[],[],['English'],,,Summer semester,,,varied,False,,,<p>All applicants: <strong>15 January</strong> for the following summer semester</p>,False,,,,['Welcome event | Buddy programme | Specialist counselling | Cultural and linguistic preparation'],[],/deutschland/studienangebote/international-programmes/en/detail/8295/
2,Post-Graduate Master of Science in Epidemiology,"Mathematics, Natural Sciences in general",Humboldt-Universität zu Berlin,Berlin,[],[],[],[],['English'],,,Winter semester,,,"2,550",False,,,"<p><strong>Early admissions deadline -&nbsp;</strong>for students who require a student visa: <strong>31 January</strong><br />
Please note: We&nbsp;cannot process applications from students with visa needs after 31 January!</p>

<p><strong>Regular admissions deadline </strong>- for<strong>&nbsp;</strong>students who are already within the EU or Schengen Area or incoming from visa-exempt countries: <strong>15 May</strong></p>

<p><strong>Rolling admissions until 30 September</strong> - for students who are already within the EU or Schengen Area or incoming from visa-exempt countries<br />
Applications received after 15 May will be processed in the order in which they are received and students will be admitted as long as places are available.</p>",False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/8406/
3,Postgraduate International Programme in Physics and Electrical Engineering PIP,"Physics, Astronomy",University of Bremen,Bremen,[],[],[],[],"['German', 'English']",,,Any time,,,none,False,,,<p>No application deadline</p>,False,,,True,['Tutors'],[],/deutschland/studienangebote/international-programmes/en/detail/4191/
2,"Postgraduate Programme in Environmental Physics – Atmosphere, Ocean, Ice, Land, Climate – PEP","Physics, Astronomy",University of Bremen,Bremen,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p>15 September for the winter semester 2023/2024</p>

<p>Applicants from outside Europe are asked to apply as early as possible (due to time required for administration procedure, visa applications, etc.).</p>",False,,,,['Welcome event | Tutors | Specialist counselling'],[],/deutschland/studienangebote/international-programmes/en/detail/3913/
2,Power Engineering,Engineering in general,Brandenburg University of Technology Cottbus-Senftenberg,Cottbus,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<ul>
	<li>Applicants without European Union / European Economic Area citizenship: <strong>probably 15 May</strong><strong> </strong>for the following winter semester</li>
	<li>Applicants with European Union / European Economic Area citizenship: <strong>probably 15 August </strong>for the following winter semester</li>
</ul>

<p>Please be sure to check <a href=""https://www.b-tu.de/en/powerengineering-ms/admission"">https://www.b-tu.de/en/powerengineering-ms/admission</a> for updates and further details.</p>",False,,,,['Specialist counselling | Welcome event'],[],/deutschland/studienangebote/international-programmes/en/detail/3883/
2,Power Engineering,Electrical Engineering,University of Duisburg-Essen,Duisburg,[],[],[],[],"['German', 'English']",,,"Winter semester, Summer semester",,,none,False,,,"<p>15 July for the following winter semester<br />
15 January for the following summer semester</p>",True,Partly online,,,['Buddy programme'],"['1', '10', '13']",/deutschland/studienangebote/international-programmes/en/detail/6256/
1,Power Engineering and Renewable Energies (BSc Electrical Engineering),Electrical Engineering,Hochschule Mannheim - University of Applied Sciences,Mannheim,[],[],[],[],"['English', 'German']",,,Winter semester,,,"1,500",False,,,"<p><strong>The application portal opens at the </strong><strong>beginning of April </strong>for the winter semester 2024/25.</p>

<p>Application deadline: <strong>15 August</strong><br />
Start of courses: <strong>1 September</strong><br />
(No summer intake)</p>

<p><strong>Recommended application timeline:</strong><br />
<strong>15 May</strong> at the latest for international applicants (for visa reasons)<br />
<strong>15 July </strong>at the latest for EU applicants and those not living in the Mannheim area yet (for student housing reasons)</p>

<p><strong>Updated application information </strong>and<strong> all details about applying </strong>can be found at <a href=""https://www.ete.hs-mannheim.de/bachelor/apply.html"">https://www.ete.hs-mannheim.de/bachelor/apply.html</a>.</p>

<p>For questions, contact <a href=""mailto:apply.eeb@elektrotechnik.hs-mannheim.de"">apply.eeb@elektrotechnik.hs-mannheim.de</a>.</p>",False,,,,['Welcome event | Buddy programme | Tutors | Accompanying programme | Specialist counselling | Cultural and linguistic preparation | Visa matters | Pick-up service'],[],/deutschland/studienangebote/international-programmes/en/detail/3617/
7,Pre-College Fulda,,Fulda University of Applied Sciences,Fulda,['2024-10'],['2025-08'],['Not Available'],['Not Available'],['German'],,,,The date of the course has been set approximately (month),,,False,['Bachelor'],"['Agriculture, Forestry and Nutritional Science', 'Engineering', 'Languages and Cultural Studies', 'Law, Economics and Social Sciences', 'Mathematics, Natural Sciences']",,False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/6546/
7,Pre-Semester Preparatory Course: Propädeutikum – Vorbereitung auf das Studium,,Hamburg University of Applied Sciences,Hamburg,['2024-03'],['2024-07'],['Not Available'],['2024-01-15'],['German'],,,,The date of the course has been set approximately (month),,,False,['Bachelor'],"['Agriculture, Forestry and Nutritional Science', 'Engineering', 'Languages and Cultural Studies', 'Law, Economics and Social Sciences', 'Mathematics, Natural Sciences', 'Medicine']",,False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/8316/
7,Pre-Study Fulda,,Fulda University of Applied Sciences,Fulda,"['2023-10', '2024-03']","['2024-02', '2024-07']","['Not Available', 'Not Available']","['2023-09-15', '2024-01-15']","['German', 'English']",,,,The date of the course has been set approximately (month),,,False,"['Bachelor', 'Master']","['Agriculture, Forestry and Nutritional Science', 'Engineering', 'Languages and Cultural Studies', 'Law, Economics and Social Sciences', 'Mathematics, Natural Sciences']",,False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/5154/
7,Pre-Study@THM,,TH Mittelhessen University of Applied Sciences - THM,Gießen,[],[],[],[],['German'],,,,The course date is not fixed (participation is possible at any time),,none,False,"['Bachelor', 'Master']","['Engineering', 'Law, Economics and Social Sciences', 'Mathematics, Natural Sciences']",,True,Hybrid,,,,"['1', '3', '7', '9', '10', '12', '13']",/deutschland/studienangebote/international-programmes/en/detail/8937/
3,Predictors and Outcomes in Primary Depression Care (POKAL-Kolleg),Medicine in general,Ludwig-Maximilians-Universität München,München,[],[],[],[],"['German', 'English']",,,Other,,,none,False,,,<p>May 2024</p>,False,,,True,,[],/deutschland/studienangebote/international-programmes/en/detail/9057/
7,Prep-For-Study Programme,,htw saar - University of Applied Sciences,Saarbrücken,"['2023-10-01', '2024-10-01']","['2024-06-30', '2025-06-30']","['Not Available', 'Not Available']","['Not Available', 'Not Available']",['German'],,,,The date of the course has been set,,none,False,['Bachelor'],['Engineering'],,False,,,,,"['10', '1']",/deutschland/studienangebote/international-programmes/en/detail/9017/
5,Preparation for the German Language Examination (TestDaF),German Language Course (including Literature and Culture Studies),Internationale Hochschule SDI München/International University SDI München,München,['2024-07-01'],['2024-07-26'],[660],['Not Available'],['German'],"['B1', 'B2', 'C1']",,,The date of the course has been set,,,False,,,,False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/6341/
7,Preparation Programme – Foundation Year for BSc Business Administration at KLU,,Kühne Logistics University,Hamburg,['2024-09'],['2025-06'],['Not Available'],['2024-07-15'],['English'],,,,The date of the course has been set approximately (month),,,False,['Bachelor'],"['Law, Economics and Social Sciences']",,False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/5387/
5,Preparatory Courses – German as a Foreign Language,Preparatory Course for German Language Examinations,Technische Universität Braunschweig,Braunschweig,['2023-08'],['2024-08'],[1010],['Not Available'],['German'],"['A1', 'A2', 'B1', 'B2', 'C1']",,,The date of the course has been set approximately (month),,,False,,,,True,Hybrid,,,,"['3', '9', '4', '10']",/deutschland/studienangebote/international-programmes/en/detail/8398/
5,Preparatory German Language Course (TestDaF Course),Preparatory Course for German Language Examinations,University of Stuttgart,Stuttgart,"['2024-04', '2024-10', '2025-04']","['2024-09', '2025-03', '2025-09']","['Not Available', 'Not Available', 'Not Available']","['2023-11-30', '2024-05-31', '2024-11-30']",['German'],"['B1', 'B2', 'C1']",,,The date of the course has been set approximately (month),Price only on request,,False,,,,True,Partly online,,,,"['9', '1', '3', '4', '15']",/deutschland/studienangebote/international-programmes/en/detail/8588/
5,Preparatory German Language Courses,German Language Course (including Literature and Culture Studies),University of Göttingen,Göttingen,"['2024-01', '2024-02', '2024-04', '2024-05', '2024-08', '2024-09', '2024-11']","['2024-02', '2024-03', '2024-05', '2024-06', '2024-09', '2024-11', '2024-12']","['Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available']","['Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available', 'Not Available']",['German'],"['A1', 'A2', 'B1', 'B2', 'C1']",,,The date of the course has been set approximately (month),Price only on request,none,False,,,,True,Hybrid,,,,['9'],/deutschland/studienangebote/international-programmes/en/detail/9069/
7,Preparatory Semester: PreBachelor Programme at the TU Darmstadt,,Technical University of Darmstadt,Darmstadt,['2024-04-01'],['2024-08-31'],['Not Available'],['2024-02-29'],['German'],,,,The date of the course has been set,,,False,['Bachelor'],"['Engineering', 'Mathematics, Natural Sciences']",,True,Partly online,,,,"['1', '9', '10', '11']",/deutschland/studienangebote/international-programmes/en/detail/8283/
1,Print Media Technologies,Engineering in general,Hochschule der Medien,Stuttgart,[],[],[],[],['English'],,,Winter semester,,,varied,False,,,"<p><a href=""https://pmt.hdm-stuttgart.de/application/"">https://pmt.hdm-stuttgart.de/application/</a></p>",False,,,,['Welcome event | Buddy programme | Specialist counselling | Cultural and linguistic preparation | Visa matters | Pick-up service'],[],/deutschland/studienangebote/international-programmes/en/detail/6156/
1,Process Automation (Specialisation in the International Bachelor of Engineering),Engineering in general,Rosenheim Technical University of Applied Sciences,Rosenheim,[],[],[],[],"['German', 'English']",,,Summer semester,,,none,False,,,"<p>15 January for the following summer semester</p>

<p>Due to the visa processing time, it is strongly recommended that non-EU applicants submit their documents at the beginning of the application period (1 November).</p>",False,,,,['Welcome event | Tutors | Cultural and linguistic preparation'],[],/deutschland/studienangebote/international-programmes/en/detail/8375/
2,Process Engineering and Energy Technology,Mechanical Engineering / Process Engineering,Bremerhaven University of Applied Sciences,Bremerhaven,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p>Applicants with a&nbsp;<strong>non-European</strong> Bachelor&#39;s degree are required to start the application process via <a href=""https://www.uni-assist.de/en/tools/uni-assist-universities/detail/hochschule/253/"">uni-assist</a>.<strong> Please consider the set deadlines:</strong></p>

<p><strong>Winter semester: 30 June<br />
Summer semester: 31 December</strong></p>

<p>More information can be found on our <a href=""https://www.hs-bremerhaven.de/en/study/application-for-master-coursres"">website</a>.</p>

<p>Applicants with a&nbsp;<strong>European</strong>&nbsp;Bachelor&#39;s degree can find the complete application procedure&nbsp;here:&nbsp;</p>

<ul>
	<li><a href=""https://www.hs-bremerhaven.de/en/study/application-for-master-coursres"">Application procedure </a></li>
</ul>

<p><strong>Winter semester: 15 August<br />
Summer semester: 15 February</strong></p>",False,,,,['Specialist counselling | Welcome event'],[],/deutschland/studienangebote/international-programmes/en/detail/4068/
2,Process Safety and Environmental Engineering (PSEE),Mechanical Engineering / Process Engineering,Otto von Guericke University Magdeburg,Magdeburg,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p>Winter semester: 15 July (for international applicants)<br />
Summer semester: 15 January (for international applicants)</p>",False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/4707/
